Método,Classe,Variável,mínimo,máximo,primeiro_quartil,média,mediana,terceiro_quartil,desvio_relativo_média
KMeans_RF_k4,0,qd_area,10.42,5240598.72,4467.6,10995.0,6892.41,10629.95,3.92
KMeans_RF_k4,0,mobilidade,11.43,11578.31,743.96,1682.67,1383.61,2348.39,0.73
KMeans_RF_k4,0,ap_h,0.0,108.0,0.0,1.01,0.0,0.0,3.55
KMeans_RF_k4,0,ap_v,0.0,101.0,0.0,0.04,0.0,0.0,32.26
KMeans_RF_k4,0,bp_h,0.0,283.0,0.0,6.78,3.0,9.0,1.61
KMeans_RF_k4,0,bp_v,0.0,2158.0,0.0,5.15,0.0,0.0,8.87
KMeans_RF_k4,0,com,0.0,478.0,0.0,2.81,1.0,3.0,2.41
KMeans_RF_k4,0,mp_h,0.0,807.0,7.0,23.93,19.0,33.0,1.06
KMeans_RF_k4,0,mp_v,0.0,2425.0,0.0,4.35,0.0,0.0,8.81
KMeans_RF_k4,0,outros,0.0,442.0,0.0,1.28,0.0,1.0,2.64
KMeans_RF_k4,0,ter,0.0,536.0,0.0,2.2,1.0,2.0,3.21
KMeans_RF_k4,0,equipamentos,105.11,5436.67,580.19,817.3,751.8,977.0,0.45
KMeans_RF_k4,0,fator_com,0.0,1.0,0.0,0.08,0.02,0.09,1.91
KMeans_RF_k4,0,qtda_pav,0.0,14.0,1.0,1.64,2.0,2.0,0.68
KMeans_RF_k4,0,aap_h,0.0,4016658.23,0.0,14714.38,0.0,0.0,6.02
KMeans_RF_k4,0,aap_v,0.0,1099719.02,0.0,424.37,0.0,0.0,33.49
KMeans_RF_k4,0,abp_h,0.0,6723498.06,0.0,67164.87,16167.07,63200.04,2.84
KMeans_RF_k4,0,abp_v,0.0,216049624.62,0.0,157576.04,0.0,0.0,18.91
KMeans_RF_k4,0,acom,0.0,15721796.17,0.0,36361.79,5919.08,25176.5,4.95
KMeans_RF_k4,0,amp_h,0.0,133361747.45,31379.62,275979.15,114656.51,278143.98,3.59
KMeans_RF_k4,0,amp_v,0.0,331990201.0,0.0,112742.93,0.0,0.0,25.56
KMeans_RF_k4,0,aoutros,0.0,12086651.96,0.0,23209.3,0.0,12780.1,6.48
KMeans_RF_k4,0,ater,0.0,37925181.71,0.0,36097.3,1077.05,17125.92,9.77
KMeans_RF_k4,0,vl_m2_terreno,83.0,32351.0,655.0,1336.58,1045.5,1524.0,0.91
KMeans_RF_k4,0,a_vl_m2_construcao,0.0,3637.66,1485.0,1780.53,1846.0,2040.0,0.32
KMeans_RF_k4,0,comp_res,-0.29,19.67,-0.28,-0.04,-0.21,-0.04,-19.01
KMeans_RF_k4,0,outros_usos,-0.11,47.84,-0.11,-0.02,-0.09,-0.05,-26.13
KMeans_RF_k4,0,KMedoids_RF_k4,0.0,3.0,0.0,1.2,1.0,3.0,0.96
KMeans_RF_k4,0,Spectral_RF_k4,0.0,3.0,0.0,0.22,0.0,0.0,3.02
KMeans_RF_k4,1,densidade_hec,0.0,253.32,0.66,56.06,29.8,83.22,1.26
KMeans_RF_k4,1,qd_area,27141.46,1652102.0,117307.95,255503.09,184661.31,303234.98,1.22
KMeans_RF_k4,1,mobilidade,297.39,3932.58,704.28,1548.36,1037.28,2350.92,0.7
KMeans_RF_k4,1,ap_h,0.0,104.0,0.0,18.72,2.0,25.0,1.63
KMeans_RF_k4,1,ap_v,0.0,677.0,0.0,109.16,0.0,189.0,1.73
KMeans_RF_k4,1,bp_h,0.0,291.0,0.0,42.24,12.0,34.0,1.74
KMeans_RF_k4,1,bp_v,0.0,3000.0,0.0,120.44,0.0,0.0,4.98
KMeans_RF_k4,1,com,0.0,383.0,1.0,24.2,7.0,12.0,3.12
KMeans_RF_k4,1,mp_h,0.0,207.0,22.0,75.84,50.0,123.0,0.97
