Método,Classe,Variável,mínimo,máximo,primeiro_quartil,média,mediana,terceiro_quartil,desvio_relativo_média
KMedoids_k5,2,a_vl_m2_construcao_norm,1.41,1.89,1.89,1.79,1.89,1.89,0.11
KMedoids_k5,2,KMeans_k5,1.0,3.0,1.0,1.2,1.0,1.0,0.53
KMedoids_k5,2,Spectral_k5,2.0,2.0,2.0,2.0,2.0,2.0,0.0
KMedoids_k5,3,densidade_hec,0.0,460.37,30.14,87.08,51.52,108.01,1.14
KMedoids_k5,3,mobilidade,113.49,1545.46,290.44,611.25,538.74,847.97,0.64
KMedoids_k5,3,equipamentos,439.78,1951.0,737.32,1037.81,1038.7,1229.87,0.38
KMedoids_k5,3,fator_com,0.06,1.0,0.24,0.52,0.49,0.81,0.57
KMedoids_k5,3,a_vl_m2_construcao,2280.0,3991.0,3209.0,3223.34,3245.0,3429.0,0.11
KMedoids_k5,3,comp_res,-4.49,0.43,-1.28,-0.99,-0.79,-0.45,-0.89
KMedoids_k5,3,outros_usos,-0.32,0.55,-0.22,-0.09,-0.15,-0.03,-2.13
KMedoids_k5,3,com,66.0,201.0,98.0,123.13,118.0,149.5,0.28
KMedoids_k5,3,SQ,12044.0,197047.0,21039.5,46270.75,22066.0,80023.0,0.92
KMedoids_k5,3,densidade_hec_norm,-1.17,3.13,-0.89,-0.36,-0.69,-0.16,-2.6
KMedoids_k5,3,mobilidade_norm,-1.33,0.28,-1.13,-0.77,-0.85,-0.5,-0.57
KMedoids_k5,3,equipamentos_norm,-0.94,2.46,-0.27,0.41,0.41,0.84,2.17
KMedoids_k5,3,a_vl_m2_construcao_norm,0.19,2.56,1.48,1.5,1.53,1.78,0.31
KMedoids_k5,3,KMeans_k5,4.0,4.0,4.0,4.0,4.0,4.0,0.0
KMedoids_k5,3,Spectral_k5,2.0,4.0,2.0,2.8,2.0,4.0,0.35
KMedoids_k5,4,densidade_hec,0.0,785.45,38.42,92.76,77.02,126.75,0.84
KMedoids_k5,4,mobilidade,69.41,3491.78,445.14,901.26,755.63,1152.92,0.71
KMedoids_k5,4,equipamentos,163.99,2038.0,561.8,888.85,855.77,1157.82,0.46
KMedoids_k5,4,fator_com,0.0,1.0,0.07,0.2,0.14,0.29,0.96
KMedoids_k5,4,a_vl_m2_construcao,1332.0,3648.0,2040.0,2611.68,2504.0,3341.6,0.23
KMedoids_k5,4,comp_res,-7.0,7.53,-0.7,-0.07,-0.29,0.31,-21.12
KMedoids_k5,4,outros_usos,-0.32,10.83,-0.22,0.15,-0.05,0.24,5.07
KMedoids_k5,4,com,6.0,63.0,8.0,14.47,11.0,17.0,0.7
KMedoids_k5,4,SQ,11001.0,308098.0,22062.0,75406.79,79275.0,104024.0,0.79
KMedoids_k5,4,densidade_hec_norm,-1.17,6.18,-0.81,-0.31,-0.45,0.01,-2.39
KMedoids_k5,4,mobilidade_norm,-1.38,2.46,-0.95,-0.44,-0.61,-0.16,-1.63
KMedoids_k5,4,equipamentos_norm,-1.56,2.66,-0.66,0.07,-0.0,0.68,12.52
KMedoids_k5,4,a_vl_m2_construcao_norm,-1.13,2.09,-0.15,0.65,0.5,1.66,1.3
KMedoids_k5,4,KMeans_k5,0.0,0.0,0.0,0.0,0.0,0.0,
KMedoids_k5,4,Spectral_k5,1.0,4.0,1.0,1.53,1.0,1.0,0.65
